sentence_1	sentence_2	score
Lindsay Frost and Dylan Baker played Elizabeth Smart's parents.	Former postal worker, Douglas Lindsell, was sentenced yesterday at Kingston Crown Court after pleading guilty to attempting to abduct a young girl.	0
I'm not aware of any changes in policy - we have contacts with them, they will continue.	There is no conscious policy of the United States I can assure you of this to move the dollar at all he said	0
A second bomb, evidently carried by the other woman, did not explode; the authorities detonated the explosives later.	A second bomb evidently carried by the other woman did not explode the authorities found explosives and detonated them afterward	1
The blue-chip Dow Jones industrial average .DJI was down 63.09 points, or 0.68 percent, at 9,270.70.	Ms. Haque, meanwhile, was on her turquoise cellphone with the smiley faces organizing the prom.	0
The MDC said that an opposition supporter, Tichaona Kaguru, died in hospital after being tortured and assaulted by the soldiers putting down the anti-Mugabe protests.	The MDC said a supporter Tichaona Kaguru died in hospital on Wednesday after being tortured and assaulted by soldiers putting down the protests	1
There are an estimated 25,000 to 28,000 tribal fighters in the region, with thousands deployed in and around the town.	According to WWF a further 13000 individuals are estimated to be caught around the Straits of Gibraltar and in neighboring zones	0
Early Monday, the center of Claudette was about 300 miles east of Brownsville, with maximum sustained wind blowing at 65 mph, 9 mph shy of hurricane strength.	By 10 pm Claudette was centered about 320 miles east of Brownsville with maximum sustained winds of 65 mph 9 mph shy of hurricane strength	1
Adults, who were shy as toddlers, had stronger brain activity in a part of the brain associated with coyness.	We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.	0
The Senate judiciary committee on Tuesday overcame a significant hurdle in the battle to create a trust fund to pay victims of asbestos exposure but the most difficult obstacles remain.	The US Senate judiciary committee overcame a significant hurdle yesterday in the battle to create a trust fund to pay victims of asbestos exposure	1
The rovers act as robotic geologists, moving on six wheels.	Last Saturday a sixwheeled robot developed by NASA landed on Mars and began sending back images of the planet	0
A new VPN server built into Panther Server supports Mac OS X, Windows or UNIX clients using PPTP and L2TP tunneling protocols.	The new capabilities will provide IBM customers a way to create publish manage and archive Webbased content within a corporate intranet extranet and Internet environment	0
The Company has always made, and continues to make, exceptional customer service and customer satisfaction a top priority in all business practices, AOL added.	The company has always made and continues to make exceptional customer service and customer satisfaction a top priority the statement said	1
See the complete list of VH1's '100 Greatest Songs of the Past 25 Years.	The Seattle bands groundbreaking grunge anthem is No 1 on VH1s list of the 100 Greatest Songs of the Past 25 Years	0
A U.S. Court of Appeals Thursday ruled that Microsoft (Quote, Company Info) does not have to carry the Java programming language in its Windows operating system.	Twenty-seven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp, a Greek Orthodox facility, when the mudslide roared through.	0
But the Foreign Affairs Committee yesterday cleared Blair's cabinet of that accusation.	ImClone Systems and Genentech led shares of biotechnology companies higher yesterday after studies showed the medicines they are developing helped cancer patients.	0
Its capacitance sensing technology electronically reads a fingerprint; Sony says it can't be fooled by paper copies and doesn't require cleaning.	The A920 comes with a printer scanner and copier for 89	0
We don't know at this point if the current investigation includes one or more outside contractors.	We do not know if the current investigation involves one or more multiple contractors she said	1
Executive recruiters say that finding a seasoned chief merchandising officer will perhaps be the trickiest of all hires because there is such a dearth of good ones.	About 22% of twentysomethings are obese, which is roughly 30 pounds over a healthy weight.	0
I have heard the people of New York say, 'Enough is enough,'  Pataki said. 	He added: ``I've never heard of more reprehensiblebehaviour by a doctor.	0
It recommended that consideration be given to making the job of CIA director a career post instead of a political appointment.	It suggests that Congress consider making the CIA director a professional position rather than a political appointment	1
PeopleSoft's board has recommended stockholders reject the offer.	PeopleSoft Incs board of directors voted unanimously on Friday to recommend that stockholders reject Oracles upgraded bid for a hostile takeover	1
Bush said in a statement that he ordered the U.S. Treasury Department to act following Tuesday's suicide bombing attack in Jerusalem, which killed 20 people.	Bush said that he ordered the Treasury Department to freeze the assets after the suicide bombing in Jerusalem that killed 20 people Tuesday	1
